ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,Image-URL-L
0517136708,50 Great Ghost Stories,John Canning,Bell Pub. Co.,1988.0,http://images.amazon.com/images/P/0517136708.01.LZZZZZZZ.jpg
078692926X,Treachery's Wake (Dungeons &amp; Dragons Novel),T. H. Lain,Wizards of the Coast,2003.0,http://images.amazon.com/images/P/078692926X.01.LZZZZZZZ.jpg
0894802054,Macbeth (Illustrated),William Shakespeare,Workman Publishing,1982.0,http://images.amazon.com/images/P/0894802054.01.LZZZZZZZ.jpg
0758203233,He's the One,Timothy James Beck,Kensington Publishing Corporation,2003.0,http://images.amazon.com/images/P/0758203233.01.LZZZZZZZ.jpg
0764156381,Where Cats Meditate: Edited by David Baird,David Baird,Barron's Educational Series,2003.0,http://images.amazon.com/images/P/0764156381.01.LZZZZZZZ.jpg
0879518561,Bending the Landscape : Science Fiction,Nicola Griffith,Overlook Press,1998.0,http://images.amazon.com/images/P/0879518561.01.LZZZZZZZ.jpg
0312232780,The Man Who Was Dorian Gray,Jerusha Hull McCormack,St. Martin's Press,2000.0,http://images.amazon.com/images/P/0312232780.01.LZZZZZZZ.jpg
1578151252,The Short Stories of Guy De Maupassant (Classics Collection),Guy De Maupassant,Media Books Audio Publishing,1999.0,http://images.amazon.com/images/P/1578151252.01.LZZZZZZZ.jpg
1575660261,Natchez,Pamela Jekel,Kensington Publishing Corporation,1996.0,http://images.amazon.com/images/P/1575660261.01.LZZZZZZZ.jpg
0671678752,Deranged,Harold Schechter,Pocket,1990.0,http://images.amazon.com/images/P/0671678752.01.LZZZZZZZ.jpg
0894808656,Good Old Grits Cookbook,Bill Neal,Workman Publishing,1991.0,http://images.amazon.com/images/P/0894808656.01.LZZZZZZZ.jpg
1580082033,More Swamp Cookin': Another Batch of Recipes from the Louisiana Bayou,Dana Holyfield,Ten Speed Press,2001.0,http://images.amazon.com/images/P/1580082033.01.LZZZZZZZ.jpg
0373075855,"Wild Horses, Wild Men (Silhouette Intimate Moments, No 585)",Ann Williams,Silhouette,1994.0,http://images.amazon.com/images/P/0373075855.01.LZZZZZZZ.jpg
0375709223,A General Theory of Love (Vintage),Thomas Lewis,Vintage Books USA,2001.0,http://images.amazon.com/images/P/0375709223.01.LZZZZZZZ.jpg
1578261090,Red Green's Duct Tape Is Not Enough,Steve Smith,Hatherleigh Press,2002.0,http://images.amazon.com/images/P/1578261090.01.LZZZZZZZ.jpg
0440219728,The Eagle Kite: A Novel,Paula Fox,Laurel Leaf Library,1996.0,http://images.amazon.com/images/P/0440219728.01.LZZZZZZZ.jpg
0030586240,The Anti-Coloring Book for Adults Only,Susan Striker,Henry Holt &amp; Co,1983.0,http://images.amazon.com/images/P/0030586240.01.LZZZZZZZ.jpg
014031718X,A Fair Wind for Troy (Greek Myths Series),Doris Gates,Viking Press,1984.0,http://images.amazon.com/images/P/014031718X.01.LZZZZZZZ.jpg
157061184X,"Eat This, San Francisco: A Narrated Roadmap to Dives, Joints, All-Night Cafes, Noodle Houses, Buffets, and Other Cheap Places to Eat in the Bay Area",Dan Leone,Sasquatch Books,1999.0,http://images.amazon.com/images/P/157061184X.01.LZZZZZZZ.jpg
0743222768,The Cat Who Covered the World: The Adventures Of Henrietta And Her Foreign Correspondent,Christopher S. Wren,Simon &amp; Schuster,2001.0,http://images.amazon.com/images/P/0743222768.01.LZZZZZZZ.jpg
1575667061,The Monkey King (Hallmark Entertainment Books),Kathryn Wesley,Kensington Publishing Corporation,2001.0,http://images.amazon.com/images/P/1575667061.01.LZZZZZZZ.jpg
0312050925,The Fred Chappell Reader,Fred Chappell,St. Martin's Press,1990.0,http://images.amazon.com/images/P/0312050925.01.LZZZZZZZ.jpg
0061080608,Coming up Roses (Harper Monograms),Catherine Anderson,HarperTorch,1993.0,http://images.amazon.com/images/P/0061080608.01.LZZZZZZZ.jpg
0802132898,Frisk,Dennis Cooper,Grove Press,1992.0,http://images.amazon.com/images/P/0802132898.01.LZZZZZZZ.jpg
1560850388,Washed by a Wave of Wind: Science Fiction from the Corridor,M. Shayne Bell,Signature Books,1994.0,http://images.amazon.com/images/P/1560850388.01.LZZZZZZZ.jpg
0060972890,"Dancing at the Edge of the World: Thoughts on Words, Women, Places",Ursula K. Le Guin,HarperCollins,1990.0,http://images.amazon.com/images/P/0060972890.01.LZZZZZZZ.jpg
1558175903,Wild Tory Rose,Linda Covington,Pinnacle Books,1992.0,http://images.amazon.com/images/P/1558175903.01.LZZZZZZZ.jpg
0761103473,Baseball Tarot : Book &amp; Card Set,Mark Lerner,Workman Publishing,1999.0,http://images.amazon.com/images/P/0761103473.01.LZZZZZZZ.jpg
1555834949,Fool's Errand,Louis Bayard,Alyson Publications,1999.0,http://images.amazon.com/images/P/1555834949.01.LZZZZZZZ.jpg
0867193751,Dori Stories:   The Complete Dori Seda,Dori Seda,Last Gasp,1999.0,http://images.amazon.com/images/P/0867193751.01.LZZZZZZZ.jpg
3822858641,M. C. Escher,M. C. Escher,Taschen,2001.0,http://images.amazon.com/images/P/3822858641.01.LZZZZZZZ.jpg
0821749935,Only for You,Hannah Howell,Kensington Pub Corp,1995.0,http://images.amazon.com/images/P/0821749935.01.LZZZZZZZ.jpg
0395837065,Pages Passed from Hand to Hand: The Hidden Tradition of Homosexual Literature in English from 1748 to 1914,Mark Mitchell,Houghton Mifflin Co,1998.0,http://images.amazon.com/images/P/0395837065.01.LZZZZZZZ.jpg
041373790X,Thelwell's Pony Cavalcade,Thelwell Norman,Methuen Drama,2000.0,http://images.amazon.com/images/P/041373790X.01.LZZZZZZZ.jpg
0373194994,Boss'S Baby Mistake (Silhouette Romance),Raye Morgan,Silhouette,2001.0,http://images.amazon.com/images/P/0373194994.01.LZZZZZZZ.jpg
0761128611,The Best-Case Scenario Handbook,John Tierney,Workman Publishing,2002.0,http://images.amazon.com/images/P/0761128611.01.LZZZZZZZ.jpg
0425167429,Lost Treasure: A Guide to Buried Riches,Bill Yenne,Berkley Publishing Group,1999.0,http://images.amazon.com/images/P/0425167429.01.LZZZZZZZ.jpg
0688122345,Captain Grey,Avi,HarperTrophy,1993.0,http://images.amazon.com/images/P/0688122345.01.LZZZZZZZ.jpg
0765108151,Holiday Pumpkins (Holiday),Georgeanne Brennan,Smithmark Publishers,1998.0,http://images.amazon.com/images/P/0765108151.01.LZZZZZZZ.jpg
0752272411,Purple Ronnie's Little Guide to Girls,Not Applicable (Na ),"Boxtree, Limited",2003.0,http://images.amazon.com/images/P/0752272411.01.LZZZZZZZ.jpg
1551669579,Mystic,Lisa Jackson,Harlequin Books,2002.0,http://images.amazon.com/images/P/1551669579.01.LZZZZZZZ.jpg
1573228540,"Water, Carry Me: A Love Story",Thomas Moran,Riverhead Books,2001.0,http://images.amazon.com/images/P/1573228540.01.LZZZZZZZ.jpg
1558536728,Love and Longing in the Age of Chivalry,Martha Yeilding Scribner,Rutledge Hill Press,1998.0,http://images.amazon.com/images/P/1558536728.01.LZZZZZZZ.jpg
0020093616,The NEW COMICS,Bob Callahan,Scribner Paper Fiction,1991.0,http://images.amazon.com/images/P/0020093616.01.LZZZZZZZ.jpg
1551661489,Legacy,Jayne Ann Krentz,Mira Books,1996.0,http://images.amazon.com/images/P/1551661489.01.LZZZZZZZ.jpg
1551665255,Reckless Love,Elizabeth Lowell,Mira Books,2000.0,http://images.amazon.com/images/P/1551665255.01.LZZZZZZZ.jpg
0743445481,Gravedigger's Party,Gahan Wilson,I Books,2002.0,http://images.amazon.com/images/P/0743445481.01.LZZZZZZZ.jpg
0451205154,Thunder and Roses (Signet Historical Romance),Mary Jo Putney,Signet Book,2002.0,http://images.amazon.com/images/P/0451205154.01.LZZZZZZZ.jpg
0940672502,Texas Chronicles,Leon Hale,Texas A &amp; M Univ Pr,1989.0,http://images.amazon.com/images/P/0940672502.01.LZZZZZZZ.jpg
0394883535,The Mirrorstone,Michael Palin,Alfred A. Knopf,1986.0,http://images.amazon.com/images/P/0394883535.01.LZZZZZZZ.jpg
1555661769,"A Desert Bestiary: Folklore, Literature, and Ecological Thought from the World's Dry Places",Gregory McNamee,Johnson Books,1997.0,http://images.amazon.com/images/P/1555661769.01.LZZZZZZZ.jpg
0451111168,The Sacrament: The Incredible Story of Brent Dyer and Donna Johnson,Peter Gzowski,New American Library,1981.0,http://images.amazon.com/images/P/0451111168.01.LZZZZZZZ.jpg
0786929170,The Bloody Eye (Dungeons &amp; Dragons Novel),T. H. Lain,Wizards of the Coast,2003.0,http://images.amazon.com/images/P/0786929170.01.LZZZZZZZ.jpg
0312850476,Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,Tor Books,1990.0,http://images.amazon.com/images/P/0312850476.01.LZZZZZZZ.jpg
1930252935,A Murder Made in Pieces,Pamela James,Pagefree Publishing,2002.0,http://images.amazon.com/images/P/1930252935.01.LZZZZZZZ.jpg
0064431266,Griffin and the Minor Canon,Frank Richard Stockton,HarperCollins Publishers,1987.0,http://images.amazon.com/images/P/0064431266.01.LZZZZZZZ.jpg
0330484486,Nose to Tail Eating: A Kind of British Cooking,Fergus Henderson,Pan Macmillan,2000.0,http://images.amazon.com/images/P/0330484486.01.LZZZZZZZ.jpg
0440145856,Cross Country,Herbert Kastle,Bantam Books (Mm),1984.0,http://images.amazon.com/images/P/0440145856.01.LZZZZZZZ.jpg
0714840009,Boring Postcards USA,Martin Parr,Phaidon Press Inc.,2000.0,http://images.amazon.com/images/P/0714840009.01.LZZZZZZZ.jpg
0963498266,Sleaze Creatures,David Earl Worth,Fantasma Books,1995.0,http://images.amazon.com/images/P/0963498266.01.LZZZZZZZ.jpg
1890856029,What's New 1,Phil Foglio,Studio Foglio,1991.0,http://images.amazon.com/images/P/1890856029.01.LZZZZZZZ.jpg
031228666X,Plotting and Writing Suspense Fiction,Patricia Highsmith,St. Martin's Press,2001.0,http://images.amazon.com/images/P/031228666X.01.LZZZZZZZ.jpg
0765194279,The Cat's Meow (Expressions Series),Greer Lawrence,Smithmark Publishers,1997.0,http://images.amazon.com/images/P/0765194279.01.LZZZZZZZ.jpg
0312032692,Unpleasant Ways to Die,Elan Fleisher,St. Martin's Press,1989.0,http://images.amazon.com/images/P/0312032692.01.LZZZZZZZ.jpg
006205905X,The Bat-Poet,Randall Jarrell,HarperTrophy,1996.0,http://images.amazon.com/images/P/006205905X.01.LZZZZZZZ.jpg
0312140010,The Letters of Dorothy L. Sayers: 1899-1936 : The Making of a Detective Novelist,Dorothy L. Sayers,St. Martin's Press,1996.0,http://images.amazon.com/images/P/0312140010.01.LZZZZZZZ.jpg
0517343681,Discovering heraldry,Jacqueline Fearn,Gramercy Pub. Co,1981.0,http://images.amazon.com/images/P/0517343681.01.LZZZZZZZ.jpg
0679753109,The Dying of the Light: A Mystery (Vintage Crime/Black Lizard),Michael Dibdin,Vintage Books USA,1995.0,http://images.amazon.com/images/P/0679753109.01.LZZZZZZZ.jpg
1896332072,Sunday S Child (Geoffrey Chadwick Novels),Edward O. Phillips,Cormorant Books,1998.0,http://images.amazon.com/images/P/1896332072.01.LZZZZZZZ.jpg
1890159034,Bottom Lines: Poems of Warmth and Impact,H. Andrew Swinburne,Greenery Press (CA),1998.0,http://images.amazon.com/images/P/1890159034.01.LZZZZZZZ.jpg
0525466932,Dial-A-Ghost,Eva Ibbotson,Dutton Books,2001.0,http://images.amazon.com/images/P/0525466932.01.LZZZZZZZ.jpg
0316852848,Granfa' Grig Had a Pig and Other Rhymes Without Reason,Wallace Tripp,Little Brown &amp; Co,1976.0,http://images.amazon.com/images/P/0316852848.01.LZZZZZZZ.jpg
0394800753,Bartholomew and the Oobleck : (Caldecott Honor Book),DR SEUSS,Random House Books for Young Readers,1949.0,http://images.amazon.com/images/P/0394800753.01.LZZZZZZZ.jpg
0152002480,god bless the gargoyles,Dav Pilkey,Harcourt Children's Books,1996.0,http://images.amazon.com/images/P/0152002480.01.LZZZZZZZ.jpg
0380709929,Morning's Gate,Ann Victoria Roberts,Harper Mass Market Paperbacks (Mm),1993.0,http://images.amazon.com/images/P/0380709929.01.LZZZZZZZ.jpg
0877881480,A Cry Like a Bell (Wheaton Literary Series),Madeleine L'Engle,Harold Shaw Publications,1987.0,http://images.amazon.com/images/P/0877881480.01.LZZZZZZZ.jpg
0809231689,Feng Shui: The Book of Cures,Nancilee  Wydra,McGraw-Hill/Contemporary Books,1996.0,http://images.amazon.com/images/P/0809231689.01.LZZZZZZZ.jpg
0670893757,Laughter: A Scientific Investigation,Robert R. Provine,Viking Books,2000.0,http://images.amazon.com/images/P/0670893757.01.LZZZZZZZ.jpg
0192817868,Scenes of Clerical Life (World's Classics),George Eliot,Oxford University Press,1988.0,http://images.amazon.com/images/P/0192817868.01.LZZZZZZZ.jpg
1873410026,Lafcadio Hearn: Japan's Great Interpreter : A New Anthology of His Writings : 1894-1904,Louis Allen,Routledge,1992.0,http://images.amazon.com/images/P/1873410026.01.LZZZZZZZ.jpg
0918769175,The Dowager's Chihuahua: Religion by the Seat of Your Pants,Rev. R. Heber Gooden,Univ of the South Pr,1993.0,http://images.amazon.com/images/P/0918769175.01.LZZZZZZZ.jpg
0413762203,Thelwell's Magnificat,Norman Thelwell,Methuen,2002.0,http://images.amazon.com/images/P/0413762203.01.LZZZZZZZ.jpg
0440235480,"Rough Wrangler, Tender Kisses",Jill Gregory,Dell Publishing Company,2000.0,http://images.amazon.com/images/P/0440235480.01.LZZZZZZZ.jpg
0679428313,The God in Flight,Laura Argiri,Random House Inc,1995.0,http://images.amazon.com/images/P/0679428313.01.LZZZZZZZ.jpg
0027859002,The changing maze,Zilpha Keatley Snyder,Collier Macmillan,1985.0,http://images.amazon.com/images/P/0027859002.01.LZZZZZZZ.jpg
055309677X,The Music of What Happens,John Straley,Bantam,1996.0,http://images.amazon.com/images/P/055309677X.01.LZZZZZZZ.jpg
1552976440,Tales of the Weirrd,Ralph Steadman,Firefly Books Ltd,2002.0,http://images.amazon.com/images/P/1552976440.01.LZZZZZZZ.jpg
1583481052,The Acorn Stories,Duane Simolke,iUniverse.com,2000.0,http://images.amazon.com/images/P/1583481052.01.LZZZZZZZ.jpg
0842303405,The Best Stories from Guideposts,Guideposts Magazine,Tyndale House Publishers,1987.0,http://images.amazon.com/images/P/0842303405.01.LZZZZZZZ.jpg
0881844497,The Screaming Mimi,Fredric Brown,Pub Group West,1988.0,http://images.amazon.com/images/P/0881844497.01.LZZZZZZZ.jpg
0805065830,The Adversary: A True Story of Monstrous Deception,Emmanuel Carrere,Metropolitan Books,2001.0,http://images.amazon.com/images/P/0805065830.01.LZZZZZZZ.jpg
0465038514,The Last Three Minutes: Conjectures About the Ultimate Fate of the Universe (Science Masters Series),P. C. W. Davies,Basic Books,1997.0,http://images.amazon.com/images/P/0465038514.01.LZZZZZZZ.jpg
0385287887,Royal Charles,Antonia Fraser,Bantam Dell Pub Group,1980.0,http://images.amazon.com/images/P/0385287887.01.LZZZZZZZ.jpg
0701207639,The Blotting Book,E.F. Benson,Chatto &amp; Windus,1987.0,http://images.amazon.com/images/P/0701207639.01.LZZZZZZZ.jpg
0963395416,"Wolff and Byrd, Counselors of the Mocabre: Case Files",Batton Lash,Exhibit A Press,1995.0,http://images.amazon.com/images/P/0963395416.01.LZZZZZZZ.jpg
1565111311,The Odyssey (Highbridge Classics)(6 cassettes: 9 hours),Homer,Highbridge Audio,1996.0,http://images.amazon.com/images/P/1565111311.01.LZZZZZZZ.jpg
0425184412,The Tainted Snuff Box (Beau Brummell Mysteries (Paperback)),Rosemary Stevens,Berkley Publishing Group,2002.0,http://images.amazon.com/images/P/0425184412.01.LZZZZZZZ.jpg
015201697X,Tam Lin,Jane Yolen,Voyager Books,1998.0,http://images.amazon.com/images/P/015201697X.01.LZZZZZZZ.jpg
0883165341,Other voices: The style of a male homosexual tavern (Chandler &amp; Sharp publications in anthropology and related fields),Kenneth E Read,Chandler &amp; Sharp Publishers,1980.0,http://images.amazon.com/images/P/0883165341.01.LZZZZZZZ.jpg
0880013753,Eccentric Spaces,Robert Harbison,Harpercollins,1994.0,http://images.amazon.com/images/P/0880013753.01.LZZZZZZZ.jpg
0312144040,Rust on the Razor: A Tom and Scott Mystery (Tom and Scott Mystery),Mark Richard Zubro,St Martins Pr,1996.0,http://images.amazon.com/images/P/0312144040.01.LZZZZZZZ.jpg
0671519204,Diagnosis Dead,Jonathan Kellerman,Pocket,1999.0,http://images.amazon.com/images/P/0671519204.01.LZZZZZZZ.jpg
006018647X,Christmas Carols for Cats,Julie Hope,HarperCollins Publishers,1996.0,http://images.amazon.com/images/P/006018647X.01.LZZZZZZZ.jpg
0373290004,"Merry Widows ... Catherine (The Merry Widows) (Harlequin Historical Romance, No 400)",Fern Michaels,Harlequin,1998.0,http://images.amazon.com/images/P/0373290004.01.LZZZZZZZ.jpg
0786928549,City of Fire (Dungeons &amp; Dragons),T. H. Lain,Wizards of the Coast,2002.0,http://images.amazon.com/images/P/0786928549.01.LZZZZZZZ.jpg
1890451029,Bread &amp; Wine: An Erotic Tale of New York,Samuel R. Delany,Juno Books,1999.0,http://images.amazon.com/images/P/1890451029.01.LZZZZZZZ.jpg
031218669X,Strachey's Folly: A Donald Strachey Mystery,Richard Stevenson,St Martins Pr,1998.0,http://images.amazon.com/images/P/031218669X.01.LZZZZZZZ.jpg
0452255279,Fear Itself: The Horror Fiction of Stephen King,Tim Underwood,Penguin USA,1984.0,http://images.amazon.com/images/P/0452255279.01.LZZZZZZZ.jpg
0312310722,The Death of the Blue Mountain Cat,Michael Allen Dymmoch,St. Martin's Press,2002.0,http://images.amazon.com/images/P/0312310722.01.LZZZZZZZ.jpg
0312105762,Winter Eyes (Stonewall Inn Editions (Paperback)),Lev Raphael,St. Martin's Griffin,1993.0,http://images.amazon.com/images/P/0312105762.01.LZZZZZZZ.jpg
0740721992,Hallmarks of Felinity : A 9 Chickweed Lane Book,Brooke McEldowney,Andrews McMeel Publishing,2002.0,http://images.amazon.com/images/P/0740721992.01.LZZZZZZZ.jpg
0152024654,Odder Than Ever,Bruce Coville,Harcourt Paperbacks,2000.0,http://images.amazon.com/images/P/0152024654.01.LZZZZZZZ.jpg
0807282421,King of Shadows,Susan Cooper,Listening Library,2000.0,http://images.amazon.com/images/P/0807282421.01.LZZZZZZZ.jpg
0930193334,Love &amp; Rockets: Heartbreak Soup,Jaime Hernandez,Fantagraphics Books,1987.0,http://images.amazon.com/images/P/0930193334.01.LZZZZZZZ.jpg
0880015861,Instant Lives  And More,Howard Moss,Ecco,1998.0,http://images.amazon.com/images/P/0880015861.01.LZZZZZZZ.jpg
0061087041,The Gentleman Caller,Megan Chance,HarperTorch,1998.0,http://images.amazon.com/images/P/0061087041.01.LZZZZZZZ.jpg
076072346X,Bottoms,Edwatd Lucie~Smith,Barnes &amp; Noble Books,2000.0,http://images.amazon.com/images/P/076072346X.01.LZZZZZZZ.jpg
1884592244,Remains Unknown: The Final Journey of a Human Spirit,Michael J. Caduto,Images from the Past,1999.0,http://images.amazon.com/images/P/1884592244.01.LZZZZZZZ.jpg
0553381849,The Fall of the Kings,Ellen Kushner,Bantam,2002.0,http://images.amazon.com/images/P/0553381849.01.LZZZZZZZ.jpg
0393037312,Sasha's Tail: Lessons from a Life With Cats,Jacqueline Damian,W W Norton &amp; Co Inc,1995.0,http://images.amazon.com/images/P/0393037312.01.LZZZZZZZ.jpg
0875293433,"Cats! Cats! Cats!: A loving look at those fabulous felines, (Hallmark editions)",Mary Loberg Walley,"Hallmark Cards, inc",1973.0,http://images.amazon.com/images/P/0875293433.01.LZZZZZZZ.jpg
0804112762,"Secrets of the Cat: It's Lore, Legend, and Lives",Barbara Holland,Ivy Books,1994.0,http://images.amazon.com/images/P/0804112762.01.LZZZZZZZ.jpg
0847816826,Edward Lear's Nonsense,Edward Lear,St Martins Pr,1994.0,http://images.amazon.com/images/P/0847816826.01.LZZZZZZZ.jpg
1902852095,Fatal Shadows,Josh Lanyon,Gay Mens Pr,2000.0,http://images.amazon.com/images/P/1902852095.01.LZZZZZZZ.jpg
014044453X,The Treasure of the City of Ladies: Or the Book of the Three Virtues (Classics S.),Christine De Pisan,Penguin Books,1985.0,http://images.amazon.com/images/P/014044453X.01.LZZZZZZZ.jpg
1556982569,The Unofficial Story of the Making of a Wiseguy,Edward Gross,Pioneer Books,1990.0,http://images.amazon.com/images/P/1556982569.01.LZZZZZZZ.jpg
0425089738,Savannah,Eugenia Price,Berkley Publishing Group,1985.0,http://images.amazon.com/images/P/0425089738.01.LZZZZZZZ.jpg
0064430065,A Baby Sister for Frances,Russell Hoban,HarperTrophy,1976.0,http://images.amazon.com/images/P/0064430065.01.LZZZZZZZ.jpg
0688150349,The Kidnapping of Aaron Greene,Terry Kay,William Morrow &amp; Company,1999.0,http://images.amazon.com/images/P/0688150349.01.LZZZZZZZ.jpg
091658321X,Too Much Flesh and Jabez,Coleman Dowell,Dalkey Archive Press,1995.0,http://images.amazon.com/images/P/091658321X.01.LZZZZZZZ.jpg
067144140X,HT LIVE CALC CAT,Eric Gurney,Pocket,1981.0,http://images.amazon.com/images/P/067144140X.01.LZZZZZZZ.jpg
1573440957,A Ghost in the Closet: A Hardly Boys Mystery,Mabel Maney,Cleis Press,2000.0,http://images.amazon.com/images/P/1573440957.01.LZZZZZZZ.jpg
0935696938,Return to Brookmere (Endless Quest Book),Rose Estes,TSR,1982.0,http://images.amazon.com/images/P/0935696938.01.LZZZZZZZ.jpg
0451408624,Lone Eagle (Topaz Historical Romance),Cassie Edwards,Topaz,1998.0,http://images.amazon.com/images/P/0451408624.01.LZZZZZZZ.jpg
0671741225,"The Life and Death of a Druid Prince: The Story of Lindow Man, an Archaeological Sensation",Anne Ross,Simon &amp; Schuster,1991.0,http://images.amazon.com/images/P/0671741225.01.LZZZZZZZ.jpg
0030491967,"He's Never Heard of You, Either (A Doonesbury book)",G. B. Trudeau,Henry Holt &amp; Co,1981.0,http://images.amazon.com/images/P/0030491967.01.LZZZZZZZ.jpg
0819522554,"Weird Women, Wired Women",Kit Reed,Wesleyan University Press,1998.0,http://images.amazon.com/images/P/0819522554.01.LZZZZZZZ.jpg
0312110448,Political Poison : A Paul Turner Mystery (Stonewall Inn Mysteries),Mark Richard Zubro,St. Martin's Griffin,1994.0,http://images.amazon.com/images/P/0312110448.01.LZZZZZZZ.jpg
0805055916,The Manikin: A Novel,Joanna Scott,Owl Publishing Company,1998.0,http://images.amazon.com/images/P/0805055916.01.LZZZZZZZ.jpg
0786928514,Oath of Nerull (Dungeons &amp; Dragons),T. Lain,Wizards of the Coast,2002.0,http://images.amazon.com/images/P/0786928514.01.LZZZZZZZ.jpg
037309759X,"Hot Wind In Eden (Silhouette, No 9759)",Ada Steward,Silhouette,1992.0,http://images.amazon.com/images/P/037309759X.01.LZZZZZZZ.jpg
0786928484,The Living Dead (Dungeons &amp; Dragons Novel),T. H. Lain,Wizards of the Coast,2002.0,http://images.amazon.com/images/P/0786928484.01.LZZZZZZZ.jpg
078692845X,The Savage Caves (Dungeons &amp; Dragons Novel),T. H. Lain,Wizards of the Coast,2002.0,http://images.amazon.com/images/P/078692845X.01.LZZZZZZZ.jpg
0425169332,Murder on the Barbary Coast                                                D (Maggie Maguire Mysteries),Kate Bryan,Berkley Publishing Group,1999.0,http://images.amazon.com/images/P/0425169332.01.LZZZZZZZ.jpg
1896332129,Buried on Sunday (Geoffrey Chadwick Novels),Edward O. Phillips,Riverbank,1998.0,http://images.amazon.com/images/P/1896332129.01.LZZZZZZZ.jpg
1561632287,"The Fatal Bullet: The True Account of the Assassination, Lingering Pain, Death, and Burial of James A. Garfield, Twentieth President of the United States (Treasury of Victorian Murder (Paperback))",Rick Geary,Nantier Beall Minoustchine Publishing,1999.0,http://images.amazon.com/images/P/1561632287.01.LZZZZZZZ.jpg
0821740601,Dakota Destiny (Heartfire Romance),Dana Ransom,Kensington Publishing Corporation,1993.0,http://images.amazon.com/images/P/0821740601.01.LZZZZZZZ.jpg
0425120201,The Raven and Other Poems (Classics Illustrated),Edgar Allan Poe,Berkley Publishing Group,1990.0,http://images.amazon.com/images/P/0425120201.01.LZZZZZZZ.jpg
1587360853,Confessions of a Movie Addict,Betty Jo Tucker,Hats Off Books,2001.0,http://images.amazon.com/images/P/1587360853.01.LZZZZZZZ.jpg
0061090735,The Escape Artist,Diane Chamberlain,HarperCollins Publishers,1998.0,http://images.amazon.com/images/P/0061090735.01.LZZZZZZZ.jpg
0917076095,Donelan's Back,Gerard Donelan,Liberation Pubns,1988.0,http://images.amazon.com/images/P/0917076095.01.LZZZZZZZ.jpg
1567180442,Celtic Folklore Cooking,Joanne Asala,Llewellyn Publications,1998.0,http://images.amazon.com/images/P/1567180442.01.LZZZZZZZ.jpg
0312864752,Northern Stars: The Anthology of Canadian,David G. Hartwell,Tor Books,1998.0,http://images.amazon.com/images/P/0312864752.01.LZZZZZZZ.jpg
0394557824,The Unredeemed Captive: A Family Story from Early America,John Demos,Alfred A. Knopf,1994.0,http://images.amazon.com/images/P/0394557824.01.LZZZZZZZ.jpg
0061091456,Bones: A Forensic Detective's Casebook,"Douglas, Dr. Ubelaker",HarperTorch,1993.0,http://images.amazon.com/images/P/0061091456.01.LZZZZZZZ.jpg
0875961827,GuÃ­a mÃ©dica de remedios caseros,Prevention Magazine,Rodale Books,1993.0,http://images.amazon.com/images/P/0875961827.01.LZZZZZZZ.jpg
0451403592,Best Performance by a Patsy (A Goodman-Bradley Mystery),Stan Cutler,New Amer Library (Mm),1994.0,http://images.amazon.com/images/P/0451403592.01.LZZZZZZZ.jpg
0385316526,Violent Screen: A Critic's 13 Years on the Frontlines of Movie Mayhem (Expedition Series),Stephen Hunter,Delta Trade Paperbacks,1997.0,http://images.amazon.com/images/P/0385316526.01.LZZZZZZZ.jpg
0451403940,The Face on the Cutting Room Floor (Goodman-Bradley Mystery),Stan Cutler,Signet Book,1994.0,http://images.amazon.com/images/P/0451403940.01.LZZZZZZZ.jpg
0670883565,The Spell,Alan Hollinghurst,Penguin USA,1999.0,http://images.amazon.com/images/P/0670883565.01.LZZZZZZZ.jpg
0385319371,A Cup of Light,NICOLE MONES,Delacorte Press,2002.0,http://images.amazon.com/images/P/0385319371.01.LZZZZZZZ.jpg
0942642325,Sleeping Beauty: Memorial Photography in America,Stanley M.D. Burns,Twin Palms Pub,1990.0,http://images.amazon.com/images/P/0942642325.01.LZZZZZZZ.jpg
0312198884,Give Me the World,Leila Hadley,Thomas Dunne Books,1999.0,http://images.amazon.com/images/P/0312198884.01.LZZZZZZZ.jpg
0892720743,Fiddleheads and mustard blossoms: A guide to edible plants of the forest and meadow,Catherine Derevitzky,C. Derevitzky,1977.0,http://images.amazon.com/images/P/0892720743.01.LZZZZZZZ.jpg
155652157X,"Impeccable Birdfeeding: How to Discourage Scuffling, Hull-Dropping, Seed-Throwing, Unmentionable Nuisances and Vulgar Chatter at Your Birdfeeder",Jr. Bill Adler,Independent Pub Group,1992.0,http://images.amazon.com/images/P/155652157X.01.LZZZZZZZ.jpg
0393036480,Louisiana Power &amp; Light,John Dufresne,W W Norton &amp; Co Inc,1994.0,http://images.amazon.com/images/P/0393036480.01.LZZZZZZZ.jpg
057119706X,Matthew Bourne and His Adventures in Motion Pictures,Matthew Bourne,Faber &amp; Faber,2001.0,http://images.amazon.com/images/P/057119706X.01.LZZZZZZZ.jpg
0385010303,Preserve and Protect; A Novel.,Allen Drury,Bantam Dell Pub Group,1968.0,http://images.amazon.com/images/P/0385010303.01.LZZZZZZZ.jpg
0895945193,"Dreaming the Past, Dreaming the Future: A Herstory of the Earth",Diane Stein,Ten Speed Pr,1991.0,http://images.amazon.com/images/P/0895945193.01.LZZZZZZZ.jpg
